"cite_key";"title";"author";"abstract";"booktitle";"label"
"Malheiros2012";"A SOURCE CODE RECOMMENDER SYSTEM TO SUPPORT NEWCOMERS";"Y. Malheiros and A. Moraes and C. Trindade and S. Meira";"Newcomers in a software development project often need assistance to complete their first tasks. Then a mentor, an experienced member of the team, usually teaches the newcomers what they need to complete their tasks. But, to allocate an experienced member of a team to teach a newcomer during a long time is neither always possible nor desirable, because the mentor could be more helpful doing more important tasks. During the development the team interacts with a version control system, bug tracking and mailing lists, and all these tools record data creating the project memory. Recommender systems can use the project memory to help newcomers in some tasks answering their questions, thus in some cases the developers do not need a mentor. In this paper we present Mentor, a recommender system to help newcomers to solve change requests. Mentor uses the Prediction by Partial Matching (PPM) algorithm and some heuristics to analyze the change requests, and the version control data, and recommend potentially relevant source code that will help the developer in the change request solution. We did three experiments to compare the PPM algorithm with the Latent Semantic Indexing (LSI). Using PPM we achieved results for recall rate between 37% and 66.8%, and using LSI the results were between 20.3% and 51.6%.";"2012 IEEE 36th Annual Computer Software and Applications Conference";"inproceedings"
"Mani:2012:AAU:2393596.2393607";"AUSUM: APPROACH FOR UNSUPERVISED BUG REPORT SUMMARIZATION";"Mani, Senthil and Catherine, Rose and Sinha, Vibha Singhal and Dubey, Avinava";"";"Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering";"inproceedings"
"Mani:2013:BRC:2487085.2487124";"BUG RESOLUTION CATALYSTS: IDENTIFYING ESSENTIAL NON-COMMITTERS FROM BUG REPOSITORIES";"Mani, Senthil and Nagar, Seema and Mukherjee, Debdoot and Narayanam, Ramasuri and Sinha, Vibha Singhal and Nanavati, Amit A.";"";"Proceedings of the 10th Working Conference on Mining Software Repositories";"inproceedings"
"Masmoudi2013";"A CASE STUDY FOR UNDERSTANDING THE ORGANIZATION OF DISTRIBUTED PROBLEM-SOLVING WITHIN THE MOZILLA'S COMMUNITY: POSTER PAPER";"H. Masmoudi and I. Boughzala";"There is a little understanding of distributed solving activities in Open Source communities. This study aimed to provide some insights in this way. It was applied to the context of Bugzilla, the bug tracking system of Mozilla community. This study investigated the organizational aspects of this meditated, complex and highly distributed context through a linguistic analysis method. The main finding of this research shows that the organization of distributed problem-solving activities in Bugzilla isn't based only on the hierarchical distribution of the work between core and periphery participants but on their implication in the interactions. This implication varies according to the status of each one participant in the community. That is why we distinguish their roles, as well as, the established modes to manage such activity.";"IEEE 7th International Conference on Research Challenges in Information Science (RCIS)";"inproceedings"
"Masmoudi2013a";"THE ORGANIZATION OF DISTRIBUTED PROBLEM-SOLVING NETWORKS: EXAMINING HOW CORE AND PERIPHERY INTERACT TOGETHER TO SOLVE PROBLEMS IN MOZILLA'S COMMUNITY";"H. Masmoudi and V. Fernandez and L. Marrauld";"The emerging empirical literature on Open Source communities indicates that a majority of code writing and communication activity is concentrated with a few contributors, the “core” (maintainers). However, these communities allow and encourage participation from anybody, the “periphery”. The focus of this work is on explaining how distributed communities solve software problems through the participation of a large number of participants. In particular, this paper investigates interaction, collaboration and division of labor between the core and periphery in a distributed problem-solving activity. Using a linguistic method of analysis, we study bugs that affected Firefox Internet browser as reflected in the discussions and actions reported in Bugzilla (the Mozilla's bug tracking system). As results, we find various categories in the modes of interaction between the core and periphery participants of the community and suggest that interactions are influenced by their status.";"Engineering, Technology and Innovation (ICE) IEEE International Technology Management Conference, 2013 International Conference on";"inproceedings"
"Matsumoto2012";"DESIGN OF DEVELOPMENT AS A SERVICE IN THE CLOUD";"K. Matsumoto and S. Kibe and M. Uehara and H. Mori";"SaaS (Software as a Service) is software that provides the necessary service only when actually required. On the other hand, PaaS (Platform as a Service) is a platform where integrated software development is executed using the networked environment. SaaS for developers is supported by version control systems or forums. However, these services do not support deployment. Therefore, users need to use other services (like PaaS). We propose a development environment service, in which development and deployment are integrated. In this paper, we propose a development and deployment service in the Educational Cloud. The integrated system is referred to as Development as a Service (DEVaaS), which describes the system. This system currently supports a bug tracking system, continuous integration system, version control system, several well-known programming languages, an editor, and deployment environments in the cloud.";"2012 15th International Conference on Network-Based Information Systems";"inproceedings"
"Matsushita2005";"COXR: OPEN SOURCE DEVELOPMENT HISTORY SEARCH SYSTEM";"M. Matsushita and K. Sasaki and K. Inoue";"In typical open source software development, developers use revision control systems for product management, mailing list systems for human communications, and bug tracking systems for process management. All of these systems store development histories of the products that show significant information of problems during the development. However, it would be a hard job to retrieve useful information related to a current problem faced by developers. In this paper, we describe a software development supporting system CoxR that is capable of crawling the development histories. CoxR creates software development information Web which consists of developers, emails, and program deltas, and provides an interface to search, navigate, browse, and retrieve past development results. Through a case study, we confirmed that CoxR helps developers to solve their problems by making it easier to search development history.";"12th Asia-Pacific Software Engineering Conference (APSEC'05)";"inproceedings"
"Mausa2014";"SOFTWARE DEFECT PREDICTION WITH BUG-CODE ANALYZER - A DATA COLLECTION TOOL DEMO";"G. Mauša and T. G. Grbac and B. D. Bašić";"Empirical software engineering research community aims to accumulate knowledge in software engineering community based on the empirical studies on datasets obtained from the real software projects. Limiting factor to building the theory over thus accumulated knowledge is often related to dataset bias. One solution to this problem is developing a systematic data collection procedure through standard guidelines that would be available to open community and thus enable reducing data collection bias. In this paper we present a tool demonstration that implements a systematic data collection procedure for software defect prediction datasets from the open source bug tracking and the source code management repositories. Main challenging issue that the tool addresses is linking the information related to the same entity (e.g. class file) from these two sources. The tool implements interfaces to bug and source code repositories and even other tools for calculating the software metrics. Finally, it offers the user to create software defect prediction datasets even if he is unaware of all the details behind this complex task.";"Software, Telecommunications and Computer Networks (SoftCOM), 2014 22nd International Conference on";"inproceedings"
"McLaughlin2004";"AUTOMATED BUG TRACKING: THE PROMISE AND THE PITFALLS";"L. McLaughlin";"Bug tacking systems give developers a unique and clear view into user's everyday product experiences. Adding some statistical analysis and software teams can efficiently improve product quality. It's hard to tell precisely how well the error reporting system working, but this seems to be a bug weapon that has landed a permanent spot in microsoft's arsenal. Automated bug tracking, combined with statistical reporting, plays a key role for developers at the Mozilla Foundations, best known for its open source Web browser and email software. The sparse, random sampling approach produces enough data for the team to do what it call \""statistical debugging\""-bug detection through statistical analysis.";"";"article"
"Menzies2008";"AUTOMATED SEVERITY ASSESSMENT OF SOFTWARE DEFECT REPORTS";"T. Menzies and A. Marcus";"In mission critical systems, such as those developed by NASA, it is very important that the test engineers properly recognize the severity of each issue they identify during testing. Proper severity assessment is essential for appropriate resource allocation and planning for fixing activities and additional testing. Severity assessment is strongly influenced by the experience of the test engineers and by the time they spend on each issue. The paper presents a new and automated method named SEVERIS (severity issue assessment), which assists the test engineer in assigning severity levels to defect reports. SEVERIS is based on standard text mining and machine learning techniques applied to existing sets of defect reports. A case study on using SEVERIS with data from NASApsilas Project and Issue Tracking System (PITS) is presented in the paper. The case study results indicate that SEVERIS is a good predictor for issue severity levels, while it is easy to use and efficient.";"Software Maintenance, 2008. ICSM 2008. IEEE International Conference on";"inproceedings"
"Murgia2014";"DO DEVELOPERS FEEL EMOTIONS? AN EXPLORATORY ANALYSIS OF EMOTIONS IN SOFTWARE ARTIFACTS";"Murgia, A.a and Tourani, P.b and Adams, B.b and Ortu, M.c ";"Software development is a collaborative activity in which developers interact to create and maintain a complex software system. Human collaboration inevitably evokes emotions like joy or sadness, which can affect the collaboration either positively or negatively, yet not much is known about the individual emotions and their role for software development stakeholders. In this study, we analyze whether development artifacts like issue reports carry any emotional information about software development. This is a first step towards verifying the feasibility of an automatic tool for emotion mining in software development artifacts: if humans cannot determine any emotion from a software artifact, neither can a tool. Analysis of the Apache Software Foundation issue tracking system shows that developers do express emotions (in particular gratitude, joy and sadness). However, the more context is provided about an issue report, the more human raters start to doubt and nuance their interpretation of emotions. More investigation is needed before building a fully automatic emotion mining tool. Copyright is held by the author/owner(s). Publication rights licensed to ACM.";"";"conference"
"Merten2012";"USING RE KNOWLEDGE TO ASSIST AUTOMATICALLY DURING REQUIREMENT SPECIFICATION";"T. Merten and T. Schäfer and S. Bürsner";"In a two semester software engineering (SE) course at Bonn-Rhine-Sieg University students have the opportunity to actually elicit, analyze and document requirements as well as design and develop a correspondent software product in teams of approximately four. The students have to use an issue tracking software in combination with a Requirements Engineering (RE) tool to document and plan their work. Though the course starts with RE theory from elicitation via documentation and traceability, we found that the students find it difficult to combine different RE artifact types and to develop useful traces between them. In this paper we present an approach to provide feedback and give pro-active advice inside an RE tool, while the specification is created. To derive this feedback we use a knowledge base containing rules and best practices to create a requirements specification. An assistance system applies these rules to guide the user in different situations, beginning with an empty specification up to the implementation of various RE artifact types and traces between them. This paper presents the status of our knowledge-based feedback mechanism and possible extensions. In order to get primary indicators for the value of this approach we did experiments and workshops with eight students who worked with the same tool with and without the feedback system.";"Requirements Engineering Education and Training (REET), 2012 IEEE 7th International Workshop on";"inproceedings"
"Michail2005";"HELPING USERS AVOID BUGS IN GUI APPLICATIONS";"Michail, A.a and Xie, T.b ";"In this paper, we propose a method to help users avoid bugs in GUI applications. In particular, users would use the application normally and report bugs that they encounter to prevent anyone - including themselves - from encountering those bugs again. When a user attempts an action that has led to problems in the past, he/she will receive a warning and will be given the opportunity to abort the action thus avoiding the bug altogether and keeping the application stable. Of course, bugs should be fixed eventually by the application developers, but our approach allows application users to collaboratively help each other avoid bugs - thus making the application more usable in the meantime. We demonstrate this approach using our \""Stabilizer\"" prototype. We also include a preliminary evaluation of the Stabilizer's bug prediction. Copyright 2005 ACM.";"";"conference"
"Mittal:2014:PMS:2591062.2591152";"PROCESS MINING SOFTWARE REPOSITORIES FROM STUDENT PROJECTS IN AN UNDERGRADUATE SOFTWARE ENGINEERING COURSE";"Mittal, Megha and Sureka, Ashish";"";"Companion Proceedings of the 36th International Conference on Software Engineering";"inproceedings"
"Moran:2015:EAA:2786805.2807557";"ENHANCING ANDROID APPLICATION BUG REPORTING";"Moran, Kevin";"";"Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering";"inproceedings"
"Moran:2015:ABR:2786805.2786857";"AUTO-COMPLETING BUG REPORTS FOR ANDROID APPLICATIONS";"Moran, Kevin and Linares-V\\'{a}squez, Mario and Bernal-C\\'{a}rdenas, Carlos and Poshyvanyk, Denys";"";"Proceedings of the 2015 10th Joint Meeting on Foundations of Software Engineering";"inproceedings"
"Morariu2013";"MULTI-LAYER QOS MONITORING IN PRIVATE CLOUDS";"O. Morariu and T. Borangiu and C. Morariu";"Cloud computing represents at this point the standard delivery method for the infrastructure and platform of next generation applications. The emergence of a wide range of commercial cloud services have changed not only the way code is written and maintained, but also the way it is executed. Private clouds play an important role in this new service delivery model being designed to provide computing capacity within the organization premises either standalone or in a hybrid model. As resources of the private cloud are limited, QoS assurance becomes an important challenge. This paper presents the design of a monitoring solution that integrates several open source tools and can assure QoS for private clouds. The solution is implemented for IBM CloudBurst 2.1 and IBM TSAM product stack and can monitor a wide range of services, from CPU and memory load to J2EE services and HTTP statistics generate real time alerts and provide integration with a Jira based issue tracking tools. The overall solution provides a closed loop QoS system for private clouds that is able to prevent a large set of issues and provide real time diagnostic data for root cause analysis.";"2013 24th International Workshop on Database and Expert Systems Applications";"inproceedings"
"Romo:2015:TAT:2745802.2745833";"TOWARDS AN AUTOMATION OF THE TRACEABILITY OF BUGS FROM DEVELOPMENT LOGS: A STUDY BASED ON OPEN SOURCE SOFTWARE";"Romo, Bilyaminu Auwal and Capiluppi, Andrea";"";"Proceedings of the 19th International Conference on Evaluation and Assessment in Software Engineering";"inproceedings"
"Naguib2013";"BUG REPORT ASSIGNEE RECOMMENDATION USING ACTIVITY PROFILES";"H. Naguib and N. Narayan and B. Brügge and D. Helal";"One question which frequently arises within the context of artifacts stored in a bug tracking repository is: “who should work on this bug report?” A number of approaches exist to semi-automatically identify and recommend developers, e.g. using machine learning techniques and social networking analysis. In this work, we propose a new approach for assignee recommendation leveraging user activities in a bug tracking repository. Within the bug tracking repository, an activity profile is created for each user from the history of all his activities (i.e. review, assign, and resolve). This profile, to some extent, indicates the user's role, expertise, and involvement in this project. These activities influence and contribute to the identification and ranking of suitable assignees. In order to evaluate our work, we apply it to bug reports of three different projects. Our results indicate that the proposed approach is able to achieve an average hit ratio of 88%. Comparing this result to the LDA-SVM - based assignee recommendation technique, it was found that the proposed approach performs better.";"Mining Software Repositories (MSR), 2013 10th IEEE Working Conference on";"inproceedings"
"Nagwani2012";"PREDICTING EXPERT DEVELOPERS FOR NEWLY REPORTED BUGS USING FREQUENT TERMS SIMILARITIES OF BUG ATTRIBUTES";"N. K. Nagwani and S. Verma";"A software bug repository not only contains the data about software bugs, but also contains the information about the contribution of developers, quality engineers (testers), managers and other team members. It contains the information about the efforts of team members involved in resolving the software bugs. This information can be analyzed to identify some useful knowledge patterns. One such pattern is identifying the developers, who can help in resolving the newly reported software bugs. In this paper a new algorithm is proposed to discover experts for resolving the newly assigned software bugs. The purpose of proposed algorithm is two fold. First is to identify the appropriate developers for newly reported bugs. And second is to find the expertise for newly reported bugs that can help other developers to fix these bugs if required. All the important information in software bug reports is of textual data types like bug summary, description etc. The algorithm is designed using the analysis of this textual information. Frequent terms are generated from this textual information and then term similarity is used to identify appropriate experts (developers) for the newly reported software bug.";"2011 Ninth International Conference on ICT and Knowledge Engineering";"inproceedings"
"Nagwani2010";"PREDICTIVE DATA MINING MODEL FOR SOFTWARE BUG ESTIMATION USING AVERAGE WEIGHTED SIMILARITY";"N. K. Nagwani and S. Verma";"Software bug estimation is a very essential activity for effective and proper software project planning. All the software bug related data are kept in software bug repositories. Software bug (defect) repositories contains lot of useful information related to the development of a project. Data mining techniques can be applied on these repositories to discover useful interesting patterns. In this paper a prediction data mining technique is proposed to predict the software bug estimation from a software bug repository. A two step prediction model is proposed In the first step bug for which estimation is required, its summary and description is matched against the summary and description of bugs available in bug repositories. A weighted similarity model is suggested to match the summary and description for a pair of software bugs. In the second step the fix duration of all the similar bugs are calculated and stored and its average is calculated, which indicates the predicted estimation of a bug. The proposed model is implemented using open source technologies and is explained with the help of illustrative example.";"Advance Computing Conference (IACC), 2010 IEEE 2nd International";"inproceedings"
"Nagwani2013";"GENERATING TAXONOMIC TERMS FOR SOFTWARE BUG CLASSIFICATION BY UTILIZING TOPIC MODELS BASED ON LATENT DIRICHLET ALLOCATION";"N. K. Nagwani and S. Verma and K. K. Mehta";"Discovering categorical (taxonomic) terms in text classification is an important and complex problem. Development of a good text classifier depends on the method of identification and generation of proper taxonomic terms. Software bug indicates improper behavior of the functionalities given during the requirements. These bugs are tracked with the help of bug tracking systems (BTS) where the bug information is presented using several attributes out of which some important attributes are textual for example summary and description. For effective classification of the software bugs a good text classifying mechanism is required for which proper taxonomic terms are required to be identified. In this work a methodology is presented to find the taxonomic terms using Latent Dirichlet Allocation (LDA) for software bug classification.";"ICT and Knowledge Engineering (ICT KE), 2013 11th International Conference on";"inproceedings"
"Nayrolles2016";"BUMPER: A TOOL FOR COPING WITH NATURAL LANGUAGE SEARCHES OF MILLIONS OF BUGS AND FIXES";"M. Nayrolles and A. Hamou-Lhadj";"In recent years, mining bug report (BR) repositories has perhaps been one of the most active software engineering research fields. There exist many open source bug tracking and version control systems thatdevelopers and researchers can use to examine bug reports so as to reasonabout software quality. The issue is that these repositories use different interfaces and ways toaccess and represent data, which hinders productivity and reuse. To address this, we introduce BUMPER (BUg Metarepository for dEvelopersand Researchers), a common infrastructure for developers and researchersinterested in mining data from many (heterogeneous) repositories. BUMPER is an open source web-based environment that extracts informationfrom a variety of BR repositories and version control systems. It is equipped with a powerful search engine to help users rapidly querythe repositories using a single point of access. To demonstrate the effectiveness of BUMPER, we use it to build a largedataset from a variety of repositories. The dataset contains more thanone million bug reports and fixes. Both BUMPER and the dataset are publiclyavailable at https://bumper-app.com.";"2016 IEEE 23rd International Conference on Software Analysis, Evolution, and Reengineering (SANER)";"inproceedings"
"Nguyen:2012:MAR:2393596.2393671";"MULTI-LAYERED APPROACH FOR RECOVERING LINKS BETWEEN BUG REPORTS AND FIXES";"Nguyen, Anh Tuan and Nguyen, Tung Thanh and Nguyen, Hoan Anh and Nguyen, Tien N.";"";"Proceedings of the ACM SIGSOFT 20th International Symposium on the Foundations of Software Engineering";"inproceedings"
"Nguyen2010";"A CASE STUDY OF BIAS IN BUG-FIX DATASETS";"T. H. D. Nguyen and B. Adams and A. E. Hassan";"Software quality researchers build software quality models by recovering traceability links between bug reports in issue tracking repositories and source code files. However, all too often the data stored in issue tracking repositories is not explicitly tagged or linked to source code. Researchers have to resort to heuristics to tag the data (e.g., to determine if an issue is a bug report or a work item), or to link a piece of code to a particular issue or bug. Recent studies by Bird et al. and by Antoniol et al. suggest that software models based on imperfect datasets with missing links to the code and incorrect tagging of issues, exhibit biases that compromise the validity and generality of the quality models built on top of the datasets. In this study, we verify the effects of such biases for a commercial project that enforces strict development guidelines and rules on the quality of the data in its issue tracking repository. Our results show that even in such a perfect setting, with a near-ideal dataset, biases do exist - leading us to conjecture that biases are more likely a symptom of the underlying software development process instead of being due to the used heuristics.";"2010 17th Working Conference on Reverse Engineering";"inproceedings"
"Romo:2014:FGD:2641580.2641592";"FILLING THE GAPS OF DEVELOPMENT LOGS AND BUG ISSUE DATA";"Romo, Bilyaminu Auwal and Capiluppi, Andrea and Hall, Tracy";"";"Proceedings of The International Symposium on Open Collaboration";"inproceedings"
"OcarizaJr.2013";"AN EMPIRICAL STUDY OF CLIENT-SIDE JAVASCRIPT BUGS";"Ocariza Jr., F. and Bajaj, K. and Pattabiraman, K. and Mesbah, A.";"Context: Client-side JavaScript is widely used in web applications to improve user-interactivity and minimize client-server communications. Unfortunately, web applications are prone to JavaScript faults. While prior studies have demonstrated the prevalence of these faults, no attempts have been made to determine their root causes and consequences. Objective: The goal of our study is to understand the root causes and impact of JavaScript faults and how the results can impact JavaScript programmers, testers and tool developers. Method: We perform an empirical study of 317 bug reports from 12 bug repositories. The bug reports are thoroughly examined to classify and extract information about the fault's cause (the error) and consequence (the failure and impact). Result: The majority (65%) of JavaScript faults are DOM-related, meaning they are caused by faulty interactions of the JavaScript code with the Document Object Model (DOM). Further, 80% of the highest impact JavaScript faults are DOM-related. Finally, most JavaScript faults originate from programmer mistakes committed in the JavaScript code itself, as opposed to other web application components such as the server-side or HTML code. Conclusion: Given the prevalence of DOM-related faults, JavaScript programmers need development tools that can help them reason about the DOM. Also, testers should prioritize detection of DOM-related faults as most high impact faults belong to this category. Finally, developers can use the error patterns we found to design more powerful static analysis tools for JavaScript. © 2013 IEEE.";"";"conference"
"Ortu2015";"THE JIRA REPOSITORY DATASET: UNDERSTANDING SOCIAL ASPECTS OF SOFTWARE DEVELOPMENT";"Ortu, M.a and Destefanis, G.b and Adams, B.d and Murgia, A.c and Marchesi, M.a and Tonelli, R.a ";"Issue tracking systems store valuable data for testing hypotheses concerning maintenance, building statistical prediction models and recently investigating developers \""affectiveness\"". In particular, the Jira Issue Tracking System is a proprietary tracking system that has gained a tremendous popularity in the last years and offers unique features like the project management system and the Jira agile kanban board. This paper presents a dataset extracted from the Jira ITS of four popular open source ecosystems (as well as the tools and infrastructure used for extraction) the Apache Software Foundation, Spring, JBoss and CodeHaus communities. Our dataset hosts more than 1K projects, containing more than 700K issue reports and more than 2 million issue comments. Using this data, we have been able to deeply study the communication process among developers, and how this aspect affects the development process. Further-more, comments posted by developers contain not only technical information, but also valuable information about sentiments and emotions. Since sentiment analysis and human aspects in software engineering are gaining more and more importance in the last years, with this repository we would like to encourage further studies in this direction. © 2015 ACM.";"";"conference"
"Otoom2016";"SEVERITY PREDICTION OF SOFTWARE BUGS";"A. F. Otoom and D. Al-Shdaifat and M. Hammad and E. E. Abdallah";"We target the problem of identifying the severity of a bug report. Our main aim is to develop an intelligent system that is capable of predicting the severity of a newly submitted bug report through a bug tracking system. For this purpose, we build a dataset consisting of 59 features characterizing 163 instances that belong to two classes: severe and non-severe. We combine the proposed feature set with strong classification algorithms to assist in predicting the severity of bugs. Moreover, the proposed algorithms are integrated within a boosting algorithm for an enhanced performance. Our results show that the proposed technique has proved successful with a classification performance accuracy of more than 76% with the AdaBoost algorithm and cross validation test. Moreover, boosting has been effective in enhancing the performance of its base classifiers with improvements of up to 4.9%.";"2016 7th International Conference on Information and Communication Systems (ICICS)";"inproceedings"
"Prifti2011";"DETECTING BUG DUPLICATE REPORTS THROUGH LOCAL REFERENCES";"Prifti, T. and Banerjee, S. and Cukic, B.";"Background: Bug Tracking Repositories, such as Bugzilla, are designed to support fault reporting for developers, testers and users of the system. Allowing anyone to contribute finding and reporting faults has an immediate impact on software quality. However, this benefit comes with at least one side-effect. Users often file reports that describe the same fault. This increases the maintainer's triage time, but important information required to fix the fault is likely contributed by different reports. Aim: The objective of this paper is twofold. First, we want to understand the dynamics of bug report filing for a large, long duration open source project, Firefox. Second, we present a new approach that can reduce the number of duplicate reports. Method: The novel element in the proposed approach is the ability to concentrate the search for duplicates on specific portions of the bug repository. Our system can be deployed as a search tool to help reporters query the repository. Results: When tested as a search tool our system is able to detect up to 53% of duplicate reports. Conclusion: The performance of Information Retrieval techniques can be significantly improved by guiding the search for duplicates. This approach results in higher detection rates and constant classification runtime. Copyright © 2011 ACM.";"";"conference"
"Thung:2014:BIT:2635868.2661678";"BUGLOCALIZER: INTEGRATED TOOL SUPPORT FOR BUG LOCALIZATION";"Thung, Ferdian and Le, Tien-Duy B. and Kochhar, Pavneet Singh and Lo, David";"";"Proceedings of the 22Nd ACM SIGSOFT International Symposium on Foundations of Software Engineering";"inproceedings"
"Rastogi:2013:SMI:2442754.2442757";"SAMIKSHA: MINING ISSUE TRACKING SYSTEM FOR CONTRIBUTION AND PERFORMANCE ASSESSMENT";"Rastogi, Ayushi and Gupta, Arpit and Sureka, Ashish";"";"Proceedings of the 6th India Software Engineering Conference";"inproceedings"
"Rastogi2014";"WHAT COMMUNITY CONTRIBUTION PATTERN SAYS ABOUT STABILITY OF SOFTWARE PROJECT?";"A. Rastogi and A. Sureka";"Free/Libre Open Source Software (FLOSS) community management is an important issue. Contributor churn (joining or leaving a project) causes failure of the majority of software projects. In this paper, we present a framework to characterize stability of the community in software maintenance projects by mining Issue Tracking System (ITS). We identify key stability indicators and propose metrics to measure them. We conduct time series analysis on metrics data to examine the stability of the community. We model community participation patterns and forecast future behavior to help plan and support informed decision making. We present a case study of four years data of Google Chromium Project and investigate the inferential ability of the framework.";"2014 21st Asia-Pacific Software Engineering Conference";"inproceedings"
"Rastogi2013";"SAMIKSHAUMBRA: CONTRIBUTION AND PERFORMANCE ASSESSMENT OF SOFTWARE MAINTENANCE PROFESSIONALS BY MINING SOFTWARE REPOSITORIES";"A. Rastogi and A. Sureka";"Contribution and performance assessment is an established practice in organization with its sphere of influence spanning process, policy, people (client) and personnel (employee). Multiple roles in organization (for e.g. employees, project manager, hr manager etc.) view contribution and performance assessment with different perspectives and objectives. However, despite its ability to ensure growth and affluence of organization existing contribution and performance assessment practices are marred with flaws and imperfections. The objective of this work is to serve wide-ranged requirements of software maintenance professionals (in context of contribution and performance assessment) in organization by application of variegated approaches (tools, techniques, models etc.) on software repositories (Issue Tracking System, Version Control System, Source Code Repositories etc.). We study pain-points of practitioners (in context of contribution and performance assessment) and present solution approach by mining software repositories. We implement the approach on real-world data and gather insights from practitioners to validate and improve our research. In this paper, 'SamikshaUmbra' (research umbrella that circumscribe related research threads) we present approach to meet stated research objectives and viable research directions.";"2013 20th Asia-Pacific Software Engineering Conference (APSEC)";"inproceedings"
"Romano2011";"AN APPROACH FOR SEARCH BASED TESTING OF NULL POINTER EXCEPTIONS";"D. Romano and M. Di Penta and G. Antoniol";"Uncaught exceptions, and in particular null pointer exceptions (NPEs), constitute a major cause of crashes for software systems. Although tools for the static identification of potential NPEs exist, there is need for proper approaches able to identify system execution scenarios causing NPEs. This paper proposes a search-based test data generation approach aimed at automatically identify NPEs. The approach consists of two steps: (i) an inter-procedural data and control flow analysis - relying on existing technology - that identifies paths between input parameters and potential NPEs, and (ii) a genetic algorithm that evolves a population of test data with the aim of covering such paths. The algorithm is able to deal with complex inputs containing arbitrary data structures. The approach has been evaluated on to test class clusters from six Java open source systems, where NPE bugs have been artificially introduced. Results show that the approach is, indeed, able to identify the NPE bugs, and it outperforms random testing. Also, we show how the approach is able to identify real NPE bugs some of which are posted in the bug-tracking system of the Apache libraries.";"2011 Fourth IEEE International Conference on Software Testing, Verification and Validation";"inproceedings"
"Saha2015";"ARE THESE BUGS REALLY 'NORMAL'?";"Saha, R.K.a and Lawall, J.b and Khurshid, S.a and Perry, D.E.a ";"Understanding the severity of reported bugs is important in both research and practice. In particular, a number of recently proposed mining-based software engineering techniques predict bug severity, bug report quality, and bug-fix time, according to this information. Many bug tracking systems provide a field 'severity' offering options such as 'severe', 'normal', and 'minor', with 'normal' as the default. However, there is a widespread perception that for many bug reports the label 'normal' may not reflect the actual severity, because reporters may overlook setting the severity or may not feel confident enough to do so. In many cases, researchers ignore 'normal' bug reports, and thus overlook a large percentage of the reports provided. On the other hand, treating them all together risks mixing reports that have very diverse properties. In this study, we investigate the extent to which 'normal' bug reports actually have the 'normal' severity. We find that many 'normal' bug reports in practice are not normal. Furthermore, this misclassification can have a significant impact on the accuracy of mining-based tools and studies that rely on bug report severity information. © 2015 IEEE.";"";"conference"
"Saha:2015:UTF:2791609.2792085";"UNDERSTANDING THE TRIAGING AND FIXING PROCESSES OF LONG LIVED BUGS";"Saha, Ripon K. and Khurshid, Sarfraz and Perry, Dewayne E.";"";"";"article"
"Saha:2015:TBR:2865656.2866147";"ARE THESE BUGS REALLY \""NORMAL\""?";"Saha, Ripon K. and Lawall, Julia and Khurshid, Sarfraz and Perry, Dewayne E.";"";"Proceedings of the 2015 IEEE/ACM 12th Working Conference on Mining Software Repositories";"inproceedings"
"Sassc2013";"A CLOSER LOOK AT BUGS";"T. Dal Sassc and M. Lanza";"The evolution of non-trivial software systems is accompanied by unexpected behaviour and side-effects, referred as bugs or defects. These defects are reported to and stored in bug tracking systems, which contain descriptions of the problems that have been encountered. However, bug tracking systems store and present bug reports in textual form, which makes their understanding dispersive and unintuitive. We present an approach to display bug reports through a web-based visual analytics platform, named in*Bug. in*Bug allows users to navigate and inspect the vast information space created by bug tracking systems, with the goal of easing the comprehension of bug reports in detail and also obtain an understanding “in the large” of how bugs are reported with respect to one system or to an entire software ecosystem.";"Software Visualization (VISSOFT), 2013 First IEEE Working Conference on";"inproceedings"
"Sasso:2014:MSD:2705615.2706091";"MANAGING SOFTWARE DEFECTS";"Sasso, Tommaso Dal";"";"Proceedings of the 2014 IEEE International Conference on Software Maintenance and Evolution";"inproceedings"
"Sasso2014";"IN * BUG: VISUAL ANALYTICS OF BUG REPOSITORIES";"T. Dal Sasso and M. Lanza";"Bug tracking systems are used to track and store the defects reported during the life of software projects. The underlying repositories represent a valuable source of information used for example for defect prediction and program comprehension. However, bug tracking systems present the actual bugs essentially in textual form, which is not only cumbersome to navigate, but also hinders the understanding of the intricate pieces of information that revolve around software bugs. We present in*Bug, a web-based visual analytics platform to navigate and inspect bug repositories. in*Bug provides several interactive views to understand detailed information about the bugs and the people that report them. The tool can be downloaded at http://inbug.inf.usi.ch";"Software Maintenance, Reengineering and Reverse Engineering (CSMR-WCRE), 2014 Software Evolution Week - IEEE Conference on";"inproceedings"
"Serrano2005";"BUGZILLA, ITRACKER, AND OTHER BUG TRACKERS";"N. Serrano and I. Ciordia";"Bug-tracking helps the software developers in knowing what the error is, resolving it, and learning from it. Working on a software project includes managing the bugs we find. At first, we might list them on a spreadsheet. But when the number of bugs becomes too large and a lot of people must access and input data on them, we have to give up the spreadsheet and instead use a bug- or issue-tracking system. Many software projects reach this point, especially during testing and deployment when users tend to find an application's bugs. Nowadays we can choose among dozens of bug-tracking systems. This paper looks at two specific open source products and provides useful hints for working with any bug-tracking tool.";"";"article"
